xflr5 v6.12

Wing name :        Q1noflaps
Wing polar name :  T1-253.0 mph-LLT
Freestream speed : 253.000 mph


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   11.750     0.000   1.185256   0.031552   0.013006   0.044557   0.000000  -0.000000   0.153347  -0.000000  -0.000000  113.1011     0.8348
   12.000     0.000   1.192160   0.031951   0.013725   0.045677   0.000000  -0.000000   0.156679  -0.000000  -0.000000  113.1011     0.8314
   12.250     0.000   1.199263   0.032354   0.014458   0.046813   0.000000  -0.000000   0.159914  -0.000000  -0.000000  113.1011     0.8281
   12.500     0.000   1.207194   0.032803   0.015197   0.048000   0.000000  -0.000000   0.163080  -0.000000  -0.000000  113.1011     0.8251
   12.750     0.000   1.214783   0.033242   0.015985   0.049227   0.000000  -0.000000   0.166258   0.000000  -0.000000  113.1011     0.8221
   13.000     0.000   1.222462   0.033681   0.016794   0.050475   0.000000   0.000000   0.169348   0.000000  -0.000000  113.1011     0.8191
   13.250     0.000   1.230556   0.034106   0.017595   0.051701   0.000000   0.000000   0.172297   0.000000  -0.000000  113.1011     0.8164
   13.500     0.000   1.239221   0.034564   0.018388   0.052953   0.000000   0.000000   0.175149  -0.000000  -0.000000  113.1011     0.8139
   13.750     0.000   1.247510   0.035026   0.019242   0.054267   0.000000   0.000000   0.177901  -0.000000  -0.000000  113.1011     0.8115
   14.000     0.000   1.255260   0.035476   0.020151   0.055627   0.000000  -0.000000   0.180538  -0.000000  -0.000000  113.1011     0.8092
   14.250     0.000   1.263373   0.035956   0.021071   0.057027   0.000000  -0.000000   0.183135  -0.000000  -0.000000  113.1011     0.8069
   14.500     0.000   1.272758   0.036496   0.021929   0.058425   0.000000  -0.000000   0.185769  -0.000000  -0.000000  113.1011     0.8048
   14.750     0.000   1.282681   0.037061   0.022773   0.059834   0.000000   0.000000   0.188364  -0.000000  -0.000000  113.1011     0.8029
   15.000     0.000   1.291781   0.037589   0.023681   0.061269   0.000000   0.000000   0.190840  -0.000000  -0.000000  113.1011     0.8009
   15.250     0.000   1.299527   0.038058   0.024710   0.062768   0.000000  -0.000000   0.193156  -0.000000  -0.000000  113.1011     0.7989
   15.500     0.000   1.307771   0.038558   0.025720   0.064278   0.000000  -0.000000   0.195461  -0.000000  -0.000000  113.1011     0.7970
   15.750     0.000   1.317122   0.039119   0.026670   0.065788   0.000000  -0.000000   0.197805  -0.000000  -0.000000  113.1011     0.7953
   16.000     0.000   1.326614   0.039693   0.027618   0.067311   0.000000  -0.000000   0.200160  -0.000000  -0.000000  113.1011     0.7935
